name,predicted_heartrate,real_heartrate,heartrate_error,blink_rate
S_000,87.01171875,83.5375,3.4742187500000057,27.93791574279379
S_001,79.1015625,80.3974358974359,-1.2958733974358978,25.418060200668894
S_002,79.1015625,122.47916666666667,-43.37760416666667,30.97884546432413
S_003,106.34765625,114.92156862745098,-8.57391237745098,28.362037376328324
S_004,79.1015625,79.125,-0.0234375,29.09625275532697
S_005,82.177734375,92.7875,-10.609765624999994,28.414096916299563
S_006,106.34765625,106.72839506172839,-0.3807388117283921,24.440366972477065
S_007,101.513671875,103.53086419753086,-2.0171923225308603,28.217280349981774
S_008,90.52734375,90.29629629629629,0.2310474537037095,26.904848705796574
S_009,78.662109375,81.0886075949367,-2.426498219936704,32.54612546125461
S_010,90.52734375,98.06172839506173,-7.534384645061735,27.692307692307693
S_011,71.19140625,72.5679012345679,-1.3764949845678984,29.878273699741797
S_012,77.783203125,81.48809523809524,-3.704892113095241,27.801724137931036
S_013,97.119140625,90.24489795918367,6.874242665816325,28.94736842105263
S_014,79.1015625,83.33333333333333,-4.231770833333329,31.776388378080174
S_015,77.783203125,79.21176470588236,-1.4285615808823593,25.450689289501593
S_016,97.55859375,95.48101265822785,2.077581091772146,31.852409638554217
S_017,76.904296875,90.58571428571429,-13.681417410714289,27.80708364732479
S_018,79.1015625,86.0,-6.8984375,26.26399728537496
S_019,99.755859375,96.5375,3.2183593750000057,28.33089311859444
S_020,82.177734375,80.92682926829268,1.2509051067073216,25.306416726748377
S_021,119.091796875,118.46478873239437,0.6270081426056322,26.460859977949283
S_022,100.1953125,87.14285714285714,13.052455357142861,31.4410480349345
S_023,76.904296875,77.51851851851852,-0.614221643518519,27.732942039618493
S_024,76.025390625,77.18181818181819,-1.156427556818187,24.954396205764322
S_025,65.91796875,61.475,4.442968749999999,27.112417340191037
S_026,70.751953125,70.50617283950618,0.24578028549382225,31.95266272189349
S_027,102.83203125,102.07777777777778,0.7542534722222172,29.497450837581937
S_028,72.94921875,73.88732394366197,-0.9381051936619684,27.68216770413768
S_029,93.1640625,97.88607594936708,-4.722013449367083,29.823269513991164
S_030,80.859375,79.42682926829268,1.4325457317073216,28.936792108147603
S_031,72.0703125,91.39506172839506,-19.324749228395063,30.552546045503792
S_032,88.330078125,86.86842105263158,1.4616570723684248,27.302996670366262
S_033,83.935546875,85.6375,-1.7019531250000028,25.29585798816568
S_034,93.603515625,94.28571428571429,-0.6821986607142918,28.16593886462882
S_035,105.908203125,109.97727272727273,-4.069069602272734,29.149797570850204
S_036,79.1015625,81.46913580246914,-2.3675733024691397,26.963829009864813
S_037,72.509765625,71.8170731707317,0.6926924542682968,30.4635761589404
S_038,65.91796875,66.025,-0.10703125000000568,27.845303867403317
S_039,78.662109375,102.05333333333333,-23.391223958333327,25.951940850277264
S_040,91.40625,90.46341463414635,0.9428353658536537,30.563583815028903
S_041,119.970703125,117.71232876712328,2.2583743578767184,24.351005484460693
S_042,63.28125,62.93827160493827,0.3429783950617278,31.403118040089087
S_043,64.599609375,57.78082191780822,6.818787457191782,28.186453022578295
S_044,73.388671875,75.18072289156626,-1.792051016566262,27.222427148653637
S_045,72.94921875,75.65,-2.7007812500000057,30.966325036603223
S_046,67.67578125,62.875,4.80078125,24.936201239518777
S_047,76.904296875,70.92682926829268,5.977467606707322,23.05159165751921
S_048,100.634765625,101.67088607594937,-1.0361204509493689,28.455882352941174
S_049,64.16015625,63.8,0.36015625000000284,22.32459248759745
S_050,87.01171875,87.76829268292683,-0.7565739329268268,27.581174753739514
S_051,79.1015625,80.16455696202532,-1.0629944620253156,25.446428571428573
S_052,72.94921875,71.12048192771084,1.8287368222891587,20.630372492836678
S_053,72.509765625,69.16,3.3497656250000034,28.84615384615385
S_054,66.357421875,64.5952380952381,1.762183779761898,27.692307692307693
S_055,71.19140625,73.0,-1.80859375,24.244630506006555
S_056,96.6796875,97.20987654320987,-0.530189043209873,30.055658627087197
S_057,71.630859375,68.44444444444444,3.186414930555557,30.887185104052573
S_058,79.1015625,79.9625,-0.8609375000000057,28.01037421267136
S_059,61.5234375,78.73913043478261,-17.21569293478261,20.081814801041276
