name,predicted_heartrate,real_heartrate,heartrate_error,blink_rate
S_000,80.419921875,83.5375,-3.1175781249999943,27.93791574279379
S_001,79.98046875,80.3974358974359,-0.4169671474358978,25.418060200668894
S_002,90.087890625,122.47916666666667,-32.39127604166667,30.97884546432413
S_003,97.998046875,114.92156862745098,-16.92352175245098,28.362037376328324
S_004,71.630859375,79.125,-7.494140625,29.09625275532697
S_005,79.541015625,92.7875,-13.246484374999994,28.414096916299563
S_006,106.34765625,106.72839506172839,-0.3807388117283921,24.440366972477065
S_007,101.513671875,103.53086419753086,-2.0171923225308603,28.217280349981774
S_008,91.40625,90.29629629629629,1.1099537037037095,26.904848705796574
S_009,78.662109375,81.0886075949367,-2.426498219936704,32.54612546125461
S_010,150.732421875,98.06172839506173,52.670693479938265,27.692307692307693
S_011,75.146484375,72.5679012345679,2.5785831404321016,29.878273699741797
S_012,86.1328125,81.48809523809524,4.644717261904759,27.801724137931036
S_013,72.0703125,90.24489795918367,-18.174585459183675,28.94736842105263
S_014,79.1015625,83.33333333333333,-4.231770833333329,31.776388378080174
S_015,77.783203125,79.21176470588236,-1.4285615808823593,25.450689289501593
S_016,97.55859375,95.48101265822785,2.077581091772146,31.852409638554217
S_017,110.7421875,90.58571428571429,20.15647321428571,27.80708364732479
S_018,75.5859375,86.0,-10.4140625,26.26399728537496
S_019,96.240234375,96.5375,-0.2972656249999943,28.33089311859444
S_020,89.6484375,80.92682926829268,8.721608231707322,25.306416726748377
S_021,118.212890625,118.46478873239437,-0.2518981073943678,26.460859977949283
S_022,70.751953125,87.14285714285714,-16.39090401785714,31.4410480349345
S_023,70.751953125,77.51851851851852,-6.766565393518519,27.732942039618493
S_024,75.5859375,77.18181818181819,-1.595880681818187,24.954396205764322
S_025,61.962890625,61.475,0.4878906249999986,27.112417340191037
S_026,71.630859375,70.50617283950618,1.1246865354938222,31.95266272189349
S_027,102.83203125,102.07777777777778,0.7542534722222172,29.497450837581937
S_028,71.630859375,73.88732394366197,-2.2564645686619684,27.68216770413768
S_029,93.603515625,97.88607594936708,-4.282560324367083,29.823269513991164
S_030,83.056640625,79.42682926829268,3.6298113567073216,28.936792108147603
S_031,90.966796875,91.39506172839506,-0.4282648533950635,30.552546045503792
S_032,86.1328125,86.86842105263158,-0.7356085526315752,27.302996670366262
S_033,88.330078125,85.6375,2.692578124999997,25.29585798816568
S_034,93.1640625,94.28571428571429,-1.1216517857142918,28.16593886462882
S_035,93.603515625,109.97727272727273,-16.373757102272734,29.149797570850204
S_036,87.01171875,81.46913580246914,5.54258294753086,26.963829009864813
S_037,72.509765625,71.8170731707317,0.6926924542682968,30.4635761589404
S_038,65.91796875,66.025,-0.10703125000000568,27.845303867403317
S_039,85.693359375,102.05333333333333,-16.359973958333327,25.951940850277264
S_040,81.298828125,90.46341463414635,-9.164586509146346,30.563583815028903
S_041,77.34375,117.71232876712328,-40.36857876712328,24.351005484460693
S_042,151.171875,62.93827160493827,88.23360339506172,31.403118040089087
S_043,63.720703125,57.78082191780822,5.939881207191782,28.186453022578295
S_044,72.509765625,75.18072289156626,-2.670957266566262,27.222427148653637
S_045,72.94921875,75.65,-2.7007812500000057,30.966325036603223
S_046,76.025390625,62.875,13.150390625,24.936201239518777
S_047,83.056640625,70.92682926829268,12.129811356707322,23.05159165751921
S_048,100.634765625,101.67088607594937,-1.0361204509493689,28.455882352941174
S_049,95.80078125,63.8,32.00078125,22.32459248759745
S_050,84.814453125,87.76829268292683,-2.953839557926827,27.581174753739514
S_051,151.171875,80.16455696202532,71.00731803797468,25.446428571428573
S_052,75.5859375,71.12048192771084,4.465455572289159,20.630372492836678
S_053,72.509765625,69.16,3.3497656250000034,28.84615384615385
S_054,85.25390625,64.5952380952381,20.658668154761898,27.692307692307693
S_055,71.19140625,73.0,-1.80859375,24.244630506006555
S_056,96.6796875,97.20987654320987,-0.530189043209873,30.055658627087197
S_057,71.19140625,68.44444444444444,2.746961805555557,30.887185104052573
S_058,79.1015625,79.9625,-0.8609375000000057,28.01037421267136
S_059,61.083984375,78.73913043478261,-17.65514605978261,20.081814801041276
