name,predicted_heartrate,real_heartrate,heartrate_error,blink_rate
S_000,81.73828125,83.5375,-1.7992187499999943,27.93791574279379
S_001,80.419921875,80.3974358974359,0.0224859775641022,25.418060200668894
S_002,57.568359375,122.47916666666667,-64.91080729166667,30.97884546432413
S_003,180.17578125,114.92156862745098,65.25421262254902,28.362037376328324
S_004,86.1328125,79.125,7.0078125,29.09625275532697
S_005,85.25390625,92.7875,-7.533593749999994,28.414096916299563
S_006,106.34765625,106.72839506172839,-0.3807388117283921,24.440366972477065
S_007,36.474609375,103.53086419753086,-67.05625482253086,28.217280349981774
S_008,89.6484375,90.29629629629629,-0.6478587962962905,26.904848705796574
S_009,78.662109375,81.0886075949367,-2.426498219936704,32.54612546125461
S_010,51.85546875,98.06172839506173,-46.206259645061735,27.692307692307693
S_011,70.751953125,72.5679012345679,-1.8159481095678984,29.878273699741797
S_012,80.419921875,81.48809523809524,-1.0681733630952408,27.801724137931036
S_013,180.17578125,90.24489795918367,89.93088329081633,28.94736842105263
S_014,85.693359375,83.33333333333333,2.3600260416666714,31.776388378080174
S_015,75.5859375,79.21176470588236,-3.6258272058823593,25.450689289501593
S_016,47.021484375,95.48101265822785,-48.459528283227854,31.852409638554217
S_017,53.61328125,90.58571428571429,-36.97243303571429,27.80708364732479
S_018,93.1640625,86.0,7.1640625,26.26399728537496
S_019,47.4609375,96.5375,-49.076562499999994,28.33089311859444
S_020,79.1015625,80.92682926829268,-1.8252667682926784,25.306416726748377
S_021,60.205078125,118.46478873239437,-58.25971060739437,26.460859977949283
S_022,61.962890625,87.14285714285714,-25.17996651785714,31.4410480349345
S_023,70.3125,77.51851851851852,-7.206018518518519,27.732942039618493
S_024,77.783203125,77.18181818181819,0.601384943181813,24.954396205764322
S_025,61.5234375,61.475,0.04843749999999858,27.112417340191037
S_026,67.67578125,70.50617283950618,-2.8303915895061778,31.95266272189349
S_027,72.94921875,102.07777777777778,-29.128559027777783,29.497450837581937
S_028,83.49609375,73.88732394366197,9.608769806338032,27.68216770413768
S_029,94.482421875,97.88607594936708,-3.4036540743670827,29.823269513991164
S_030,50.09765625,79.42682926829268,-29.32917301829268,28.936792108147603
S_031,180.17578125,91.39506172839506,88.78071952160494,30.552546045503792
S_032,88.330078125,86.86842105263158,1.4616570723684248,27.302996670366262
S_033,83.935546875,85.6375,-1.7019531250000028,25.29585798816568
S_034,91.845703125,94.28571428571429,-2.440011160714292,28.16593886462882
S_035,67.236328125,109.97727272727273,-42.740944602272734,29.149797570850204
S_036,82.177734375,81.46913580246914,0.7085985725308603,26.963829009864813
S_037,72.509765625,71.8170731707317,0.6926924542682968,30.4635761589404
S_038,65.91796875,66.025,-0.10703125000000568,27.845303867403317
S_039,86.572265625,102.05333333333333,-15.481067708333327,25.951940850277264
S_040,90.087890625,90.46341463414635,-0.3755240091463463,30.563583815028903
S_041,60.205078125,117.71232876712328,-57.50725064212328,24.351005484460693
S_042,57.568359375,62.93827160493827,-5.369912229938272,31.403118040089087
S_043,63.720703125,57.78082191780822,5.939881207191782,28.186453022578295
S_044,73.388671875,75.18072289156626,-1.792051016566262,27.222427148653637
S_045,77.34375,75.65,1.6937499999999943,30.966325036603223
S_046,70.3125,62.875,7.4375,24.936201239518777
S_047,68.115234375,70.92682926829268,-2.8115948932926784,23.05159165751921
S_048,100.634765625,101.67088607594937,-1.0361204509493689,28.455882352941174
S_049,64.16015625,63.8,0.36015625000000284,22.32459248759745
S_050,87.01171875,87.76829268292683,-0.7565739329268268,27.581174753739514
S_051,79.1015625,80.16455696202532,-1.0629944620253156,25.446428571428573
S_052,86.572265625,71.12048192771084,15.451783697289159,20.630372492836678
S_053,72.509765625,69.16,3.3497656250000034,28.84615384615385
S_054,71.19140625,64.5952380952381,6.596168154761898,27.692307692307693
S_055,71.19140625,73.0,-1.80859375,24.244630506006555
S_056,97.55859375,97.20987654320987,0.34871720679012697,30.055658627087197
S_057,71.19140625,68.44444444444444,2.746961805555557,30.887185104052573
S_058,72.509765625,79.9625,-7.452734375000006,28.01037421267136
S_059,61.5234375,78.73913043478261,-17.21569293478261,20.081814801041276
