name,predicted_heartrate,real_heartrate,heartrate_error,blink_rate
S_000,44.82421875,83.5375,-38.713281249999994,27.93791574279379
S_001,80.419921875,80.3974358974359,0.0224859775641022,25.418060200668894
S_002,47.021484375,122.47916666666667,-75.45768229166667,30.97884546432413
S_003,111.62109375,114.92156862745098,-3.3004748774509807,28.362037376328324
S_004,52.294921875,79.125,-26.830078125,29.09625275532697
S_005,85.25390625,92.7875,-7.533593749999994,28.414096916299563
S_006,106.34765625,106.72839506172839,-0.3807388117283921,24.440366972477065
S_007,101.953125,103.53086419753086,-1.5777391975308603,28.217280349981774
S_008,90.966796875,90.29629629629629,0.6705005787037095,26.904848705796574
S_009,78.662109375,81.0886075949367,-2.426498219936704,32.54612546125461
S_010,51.85546875,98.06172839506173,-46.206259645061735,27.692307692307693
S_011,70.751953125,72.5679012345679,-1.8159481095678984,29.878273699741797
S_012,86.572265625,81.48809523809524,5.084170386904759,27.801724137931036
S_013,99.755859375,90.24489795918367,9.510961415816325,28.94736842105263
S_014,40.4296875,83.33333333333333,-42.90364583333333,31.776388378080174
S_015,55.810546875,79.21176470588236,-23.40121783088236,25.450689289501593
S_016,97.55859375,95.48101265822785,2.077581091772146,31.852409638554217
S_017,70.3125,90.58571428571429,-20.27321428571429,27.80708364732479
S_018,90.966796875,86.0,4.966796875,26.26399728537496
S_019,96.6796875,96.5375,0.14218750000000568,28.33089311859444
S_020,79.1015625,80.92682926829268,-1.8252667682926784,25.306416726748377
S_021,67.67578125,118.46478873239437,-50.78900748239437,26.460859977949283
S_022,85.25390625,87.14285714285714,-1.8889508928571388,31.4410480349345
S_023,76.904296875,77.51851851851852,-0.614221643518519,27.732942039618493
S_024,77.783203125,77.18181818181819,0.601384943181813,24.954396205764322
S_025,61.962890625,61.475,0.4878906249999986,27.112417340191037
S_026,71.630859375,70.50617283950618,1.1246865354938222,31.95266272189349
S_027,72.94921875,102.07777777777778,-29.128559027777783,29.497450837581937
S_028,68.994140625,73.88732394366197,-4.893183318661968,27.68216770413768
S_029,65.478515625,97.88607594936708,-32.40756032436708,29.823269513991164
S_030,80.419921875,79.42682926829268,0.9930926067073216,28.936792108147603
S_031,89.6484375,91.39506172839506,-1.7466242283950635,30.552546045503792
S_032,88.330078125,86.86842105263158,1.4616570723684248,27.302996670366262
S_033,88.330078125,85.6375,2.692578124999997,25.29585798816568
S_034,91.845703125,94.28571428571429,-2.440011160714292,28.16593886462882
S_035,71.19140625,109.97727272727273,-38.785866477272734,29.149797570850204
S_036,79.1015625,81.46913580246914,-2.3675733024691397,26.963829009864813
S_037,70.751953125,71.8170731707317,-1.0651200457317032,30.4635761589404
S_038,64.599609375,66.025,-1.4253906250000057,27.845303867403317
S_039,76.46484375,102.05333333333333,-25.588489583333327,25.951940850277264
S_040,90.087890625,90.46341463414635,-0.3755240091463463,30.563583815028903
S_041,60.205078125,117.71232876712328,-57.50725064212328,24.351005484460693
S_042,59.326171875,62.93827160493827,-3.612099729938272,31.403118040089087
S_043,64.599609375,57.78082191780822,6.818787457191782,28.186453022578295
S_044,73.388671875,75.18072289156626,-1.792051016566262,27.222427148653637
S_045,72.94921875,75.65,-2.7007812500000057,30.966325036603223
S_046,72.0703125,62.875,9.1953125,24.936201239518777
S_047,55.810546875,70.92682926829268,-15.116282393292678,23.05159165751921
S_048,60.64453125,101.67088607594937,-41.02635482594937,28.455882352941174
S_049,64.16015625,63.8,0.36015625000000284,22.32459248759745
S_050,92.28515625,87.76829268292683,4.516863567073173,27.581174753739514
S_051,79.1015625,80.16455696202532,-1.0629944620253156,25.446428571428573
S_052,76.46484375,71.12048192771084,5.344361822289159,20.630372492836678
S_053,72.509765625,69.16,3.3497656250000034,28.84615384615385
S_054,64.599609375,64.5952380952381,0.004371279761897995,27.692307692307693
S_055,71.19140625,73.0,-1.80859375,24.244630506006555
S_056,96.6796875,97.20987654320987,-0.530189043209873,30.055658627087197
S_057,71.19140625,68.44444444444444,2.746961805555557,30.887185104052573
S_058,80.419921875,79.9625,0.4574218749999943,28.01037421267136
S_059,61.5234375,78.73913043478261,-17.21569293478261,20.081814801041276
